"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jan 11 23:21:24 CST 2024","Thu Jan 11 23:21:24 CST 2024","0","testcases","test_all_api","","","","test_api[usercases2]",""
"passed","Thu Jan 11 23:21:24 CST 2024","Thu Jan 11 23:21:24 CST 2024","0","testcases","test_all_api","","","","test_api[usercases3]",""
"passed","Thu Jan 11 23:21:24 CST 2024","Thu Jan 11 23:21:24 CST 2024","0","testcases","test_all_api","","","","test_api[usercases4]",""
"passed","Thu Jan 11 23:21:24 CST 2024","Thu Jan 11 23:21:24 CST 2024","0","testcases","test_all_api","","","","test_api[usercases0]",""
"passed","Thu Jan 11 23:21:24 CST 2024","Thu Jan 11 23:21:24 CST 2024","0","testcases","test_all_api","","","","test_api[usercases1]",""
